,HAPPY,YEAR,AGE,WORKLIFE,MEDITATE,PERHRH,TWITTER,INSTAGRM,SATJOB1,NUMPETS,DOG,CAT,HLPNEEDY,VISZOO,VISTHOLY
14857,3,1983,47,,,,,,,,,,,,
14858,1,1983,65,,,,,,,,,,,,
14859,2,1983,62,,,,,,,,,,,,
14860,2,1983,55,,,,,,,,,,,,
14861,2,1983,29,,,,,,,,,,,,
14862,1,1983,49,,,,,,,,,,,,
14863,1,1983,37,,,,,,,,,,,,
14864,1,1983,27,,,,,,,,,,,,
14865,1,1983,61,,,,,,,,,,,,
14866,3,1983,37,,,,,,,,,,,,
14867,2,1983,28,,,,,,,,,,,,
14868,2,1983,61,,,,,,,,,,,,
14869,2,1983,49,,,,,,,,,,,,
14870,2,1983,27,,,,,,,,,,,,
14871,3,1983,56,,,,,,,,,,,,
14872,2,1983,36,,,,,,,,,,,,
14873,3,1983,85,,,,,,,,,,,,
14874,3,1983,43,,,,,,,,,,,,
14875,3,1983,63,,,,,,,,,,,,
14876,2,1983,28,,,,,,,,,,,,
14877,3,1983,72,,,,,,,,,,,,
14878,1,1983,27,,,,,,,,,,,,
14879,2,1983,31,,,,,,,,,,,,
14880,2,1983,32,,,,,,,,,,,,
14881,3,1983,58,,,,,,,,,,,,
14882,1,1983,49,,,,,,,,,,,,
14883,2,1983,58,,,,,,,,,,,,
14884,2,1983,23,,,,,,,,,,,,
14885,1,1983,25,,,,,,,,,,,,
14886,2,1983,61,,,,,,,,,,,,
14887,2,1983,45,,,,,,,,,,,,
14888,3,1983,39,,,,,,,,,,,,
14889,,1983,39,,,,,,,,,,,,
14890,2,1983,19,,,,,,,,,,,,
14891,,1983,32,,,,,,,,,,,,
14892,3,1983,46,,,,,,,,,,,,
14893,1,1983,54,,,,,,,,,,,,
14894,2,1983,88,,,,,,,,,,,,
14895,2,1983,64,,,,,,,,,,,,
14896,2,1983,41,,,,,,,,,,,,
14897,2,1983,25,,,,,,,,,,,,
14898,2,1983,24,,,,,,,,,,,,
14899,1,1983,26,,,,,,,,,,,,
14900,2,1983,44,,,,,,,,,,,,
14901,2,1983,41,,,,,,,,,,,,
14902,2,1983,58,,,,,,,,,,,,
14903,2,1983,40,,,,,,,,,,,,
14904,2,1983,38,,,,,,,,,,,,
14905,2,1983,36,,,,,,,,,,,,
14906,1,1983,25,,,,,,,,,,,,
14907,1,1983,72,,,,,,,,,,,,
14908,1,1983,45,,,,,,,,,,,,
14909,2,1983,39,,,,,,,,,,,,
14910,1,1983,34,,,,,,,,,,,,
14911,2,1983,29,,,,,,,,,,,,
14912,2,1983,33,,,,,,,,,,,,
14913,2,1983,22,,,,,,,,,,,,
14914,1,1983,28,,,,,,,,,,,,
14915,2,1983,43,,,,,,,,,,,,
14916,1,1983,24,,,,,,,,,,,,
14917,2,1983,24,,,,,,,,,,,,
14918,2,1983,49,,,,,,,,,,,,
14919,1,1983,26,,,,,,,,,,,,
14920,2,1983,38,,,,,,,,,,,,
14921,1,1983,26,,,,,,,,,,,,
14922,1,1983,53,,,,,,,,,,,,
14923,1,1983,34,,,,,,,,,,,,
14924,1,1983,60,,,,,,,,,,,,
14925,1,1983,41,,,,,,,,,,,,
14926,1,1983,64,,,,,,,,,,,,
14927,2,1983,19,,,,,,,,,,,,
14928,2,1983,47,,,,,,,,,,,,
14929,1,1983,42,,,,,,,,,,,,
14930,2,1983,75,,,,,,,,,,,,
14931,2,1983,50,,,,,,,,,,,,
14932,1,1983,29,,,,,,,,,,,,
14933,1,1983,23,,,,,,,,,,,,
14934,2,1983,19,,,,,,,,,,,,
14935,2,1983,32,,,,,,,,,,,,
14936,1,1983,47,,,,,,,,,,,,
14937,3,1983,39,,,,,,,,,,,,
14938,2,1983,,,,,,,,,,,,,
14939,3,1983,29,,,,,,,,,,,,
14940,2,1983,47,,,,,,,,,,,,
14941,2,1983,59,,,,,,,,,,,,
14942,1,1983,65,,,,,,,,,,,,
14943,1,1983,29,,,,,,,,,,,,
14944,3,1983,32,,,,,,,,,,,,
14945,3,1983,26,,,,,,,,,,,,
14946,3,1983,26,,,,,,,,,,,,
14947,2,1983,38,,,,,,,,,,,,
14948,2,1983,41,,,,,,,,,,,,
14949,2,1983,66,,,,,,,,,,,,
14950,2,1983,49,,,,,,,,,,,,
14951,1,1983,53,,,,,,,,,,,,
14952,1,1983,19,,,,,,,,,,,,
14953,1,1983,63,,,,,,,,,,,,
14954,1,1983,70,,,,,,,,,,,,
14955,2,1983,66,,,,,,,,,,,,
14956,2,1983,37,,,,,,,,,,,,
14957,2,1983,52,,,,,,,,,,,,
14958,2,1983,37,,,,,,,,,,,,
14959,2,1983,68,,,,,,,,,,,,
14960,3,1983,19,,,,,,,,,,,,
14961,2,1983,54,,,,,,,,,,,,
14962,2,1983,32,,,,,,,,,,,,
14963,2,1983,43,,,,,,,,,,,,
14964,2,1983,32,,,,,,,,,,,,
14965,2,1983,28,,,,,,,,,,,,
14966,2,1983,33,,,,,,,,,,,,
14967,,1983,22,,,,,,,,,,,,
14968,2,1983,43,,,,,,,,,,,,
14969,2,1983,40,,,,,,,,,,,,
14970,2,1983,23,,,,,,,,,,,,
14971,1,1983,26,,,,,,,,,,,,
14972,,1983,34,,,,,,,,,,,,
14973,2,1983,44,,,,,,,,,,,,
14974,3,1983,27,,,,,,,,,,,,
14975,2,1983,28,,,,,,,,,,,,
14976,2,1983,46,,,,,,,,,,,,
14977,2,1983,48,,,,,,,,,,,,
14978,1,1983,54,,,,,,,,,,,,
14979,1,1983,58,,,,,,,,,,,,
14980,1,1983,64,,,,,,,,,,,,
14981,1,1983,23,,,,,,,,,,,,
14982,2,1983,58,,,,,,,,,,,,
14983,2,1983,38,,,,,,,,,,,,
14984,2,1983,38,,,,,,,,,,,,
14985,3,1983,46,,,,,,,,,,,,
14986,1,1983,22,,,,,,,,,,,,
14987,2,1983,54,,,,,,,,,,,,
14988,2,1983,35,,,,,,,,,,,,
14989,2,1983,45,,,,,,,,,,,,
14990,3,1983,45,,,,,,,,,,,,
14991,2,1983,27,,,,,,,,,,,,
14992,1,1983,76,,,,,,,,,,,,
14993,2,1983,37,,,,,,,,,,,,
14994,2,1983,42,,,,,,,,,,,,
14995,2,1983,37,,,,,,,,,,,,
14996,3,1983,60,,,,,,,,,,,,
14997,2,1983,25,,,,,,,,,,,,
14998,2,1983,59,,,,,,,,,,,,
14999,2,1983,28,,,,,,,,,,,,
15000,2,1983,28,,,,,,,,,,,,
15001,1,1983,60,,,,,,,,,,,,
15002,2,1983,46,,,,,,,,,,,,
15003,2,1983,52,,,,,,,,,,,,
15004,1,1983,32,,,,,,,,,,,,
15005,2,1983,54,,,,,,,,,,,,
15006,2,1983,53,,,,,,,,,,,,
15007,1,1983,60,,,,,,,,,,,,
15008,3,1983,39,,,,,,,,,,,,
15009,2,1983,44,,,,,,,,,,,,
15010,1,1983,35,,,,,,,,,,,,
15011,1,1983,,,,,,,,,,,,,
15012,2,1983,48,,,,,,,,,,,,
15013,2,1983,31,,,,,,,,,,,,
15014,2,1983,34,,,,,,,,,,,,
15015,2,1983,68,,,,,,,,,,,,
15016,2,1983,31,,,,,,,,,,,,
15017,1,1983,23,,,,,,,,,,,,
15018,1,1983,44,,,,,,,,,,,,
15019,1,1983,72,,,,,,,,,,,,
15020,2,1983,76,,,,,,,,,,,,
15021,2,1983,20,,,,,,,,,,,,
15022,3,1983,31,,,,,,,,,,,,
15023,1,1983,34,,,,,,,,,,,,
15024,1,1983,56,,,,,,,,,,,,
15025,1,1983,33,,,,,,,,,,,,
15026,1,1983,37,,,,,,,,,,,,
15027,2,1983,40,,,,,,,,,,,,
15028,2,1983,,,,,,,,,,,,,
15029,,1983,78,,,,,,,,,,,,
15030,3,1983,24,,,,,,,,,,,,
15031,3,1983,38,,,,,,,,,,,,
15032,2,1983,50,,,,,,,,,,,,
15033,2,1983,77,,,,,,,,,,,,
15034,1,1983,61,,,,,,,,,,,,
15035,2,1983,65,,,,,,,,,,,,
15036,2,1983,32,,,,,,,,,,,,
15037,3,1983,32,,,,,,,,,,,,
15038,2,1983,31,,,,,,,,,,,,
15039,1,1983,33,,,,,,,,,,,,
15040,1,1983,71,,,,,,,,,,,,
15041,2,1983,28,,,,,,,,,,,,
15042,2,1983,32,,,,,,,,,,,,
15043,2,1983,44,,,,,,,,,,,,
15044,1,1983,49,,,,,,,,,,,,
15045,2,1983,38,,,,,,,,,,,,
15046,2,1983,29,,,,,,,,,,,,
15047,1,1983,65,,,,,,,,,,,,
15048,2,1983,44,,,,,,,,,,,,
15049,2,1983,33,,,,,,,,,,,,
15050,1,1983,73,,,,,,,,,,,,
15051,2,1983,26,,,,,,,,,,,,
15052,1,1983,67,,,,,,,,,,,,
15053,2,1983,74,,,,,,,,,,,,
15054,2,1983,18,,,,,,,,,,,,
15055,1,1983,67,,,,,,,,,,,,
15056,2,1983,52,,,,,,,,,,,,
15057,2,1983,27,,,,,,,,,,,,
15058,1,1983,28,,,,,,,,,,,,
15059,2,1983,22,,,,,,,,,,,,
15060,2,1983,39,,,,,,,,,,,,
15061,2,1983,27,,,,,,,,,,,,
15062,1,1983,31,,,,,,,,,,,,
15063,2,1983,42,,,,,,,,,,,,
15064,1,1983,64,,,,,,,,,,,,
15065,1,1983,42,,,,,,,,,,,,
15066,1,1983,23,,,,,,,,,,,,
15067,2,1983,42,,,,,,,,,,,,
15068,2,1983,38,,,,,,,,,,,,
15069,1,1983,39,,,,,,,,,,,,
15070,1,1983,59,,,,,,,,,,,,
15071,2,1983,23,,,,,,,,,,,,
15072,1,1983,56,,,,,,,,,,,,
15073,3,1983,27,,,,,,,,,,,,
15074,2,1983,35,,,,,,,,,,,,
15075,1,1983,36,,,,,,,,,,,,
15076,1,1983,22,,,,,,,,,,,,
15077,2,1983,34,,,,,,,,,,,,
15078,2,1983,57,,,,,,,,,,,,
15079,2,1983,62,,,,,,,,,,,,
15080,1,1983,57,,,,,,,,,,,,
15081,2,1983,29,,,,,,,,,,,,
15082,2,1983,26,,,,,,,,,,,,
15083,1,1983,26,,,,,,,,,,,,
15084,2,1983,32,,,,,,,,,,,,
15085,2,1983,19,,,,,,,,,,,,
15086,3,1983,32,,,,,,,,,,,,
15087,2,1983,56,,,,,,,,,,,,
15088,2,1983,89,,,,,,,,,,,,
15089,1,1983,23,,,,,,,,,,,,
15090,2,1983,63,,,,,,,,,,,,
15091,2,1983,21,,,,,,,,,,,,
15092,2,1983,33,,,,,,,,,,,,
15093,3,1983,41,,,,,,,,,,,,
15094,2,1983,49,,,,,,,,,,,,
15095,2,1983,26,,,,,,,,,,,,
15096,2,1983,53,,,,,,,,,,,,
15097,1,1983,26,,,,,,,,,,,,
15098,1,1983,50,,,,,,,,,,,,
15099,3,1983,78,,,,,,,,,,,,
15100,1,1983,73,,,,,,,,,,,,
15101,2,1983,89,,,,,,,,,,,,
15102,1,1983,67,,,,,,,,,,,,
15103,1,1983,79,,,,,,,,,,,,
15104,2,1983,42,,,,,,,,,,,,
15105,2,1983,29,,,,,,,,,,,,
15106,2,1983,28,,,,,,,,,,,,
15107,3,1983,24,,,,,,,,,,,,
15108,2,1983,30,,,,,,,,,,,,
15109,1,1983,53,,,,,,,,,,,,
15110,2,1983,45,,,,,,,,,,,,
15111,1,1983,27,,,,,,,,,,,,
15112,2,1983,32,,,,,,,,,,,,
15113,2,1983,30,,,,,,,,,,,,
15114,1,1983,27,,,,,,,,,,,,
15115,2,1983,38,,,,,,,,,,,,
15116,1,1983,49,,,,,,,,,,,,
15117,2,1983,18,,,,,,,,,,,,
15118,2,1983,55,,,,,,,,,,,,
15119,2,1983,39,,,,,,,,,,,,
15120,3,1983,18,,,,,,,,,,,,
15121,1,1983,72,,,,,,,,,,,,
15122,2,1983,45,,,,,,,,,,,,
15123,2,1983,70,,,,,,,,,,,,
15124,2,1983,64,,,,,,,,,,,,
15125,3,1983,30,,,,,,,,,,,,
15126,3,1983,52,,,,,,,,,,,,
15127,2,1983,31,,,,,,,,,,,,
15128,3,1983,40,,,,,,,,,,,,
15129,1,1983,44,,,,,,,,,,,,
15130,2,1983,32,,,,,,,,,,,,
15131,1,1983,49,,,,,,,,,,,,
15132,2,1983,55,,,,,,,,,,,,
15133,2,1983,63,,,,,,,,,,,,
15134,2,1983,28,,,,,,,,,,,,
15135,3,1983,54,,,,,,,,,,,,
15136,1,1983,29,,,,,,,,,,,,
15137,3,1983,28,,,,,,,,,,,,
15138,1,1983,72,,,,,,,,,,,,
15139,1,1983,35,,,,,,,,,,,,
15140,2,1983,53,,,,,,,,,,,,
15141,2,1983,84,,,,,,,,,,,,
15142,2,1983,85,,,,,,,,,,,,
15143,1,1983,72,,,,,,,,,,,,
15144,1,1983,31,,,,,,,,,,,,
15145,3,1983,25,,,,,,,,,,,,
15146,1,1983,26,,,,,,,,,,,,
15147,2,1983,33,,,,,,,,,,,,
15148,2,1983,28,,,,,,,,,,,,
15149,1,1983,41,,,,,,,,,,,,
15150,2,1983,41,,,,,,,,,,,,
15151,2,1983,43,,,,,,,,,,,,
15152,2,1983,32,,,,,,,,,,,,
15153,2,1983,72,,,,,,,,,,,,
15154,1,1983,43,,,,,,,,,,,,
15155,2,1983,48,,,,,,,,,,,,
15156,2,1983,34,,,,,,,,,,,,
15157,1,1983,58,,,,,,,,,,,,
15158,1,1983,31,,,,,,,,,,,,
15159,2,1983,21,,,,,,,,,,,,
15160,3,1983,21,,,,,,,,,,,,
15161,2,1983,72,,,,,,,,,,,,
15162,2,1983,36,,,,,,,,,,,,
15163,2,1983,31,,,,,,,,,,,,
15164,1,1983,63,,,,,,,,,,,,
15165,2,1983,25,,,,,,,,,,,,
15166,2,1983,22,,,,,,,,,,,,
15167,1,1983,26,,,,,,,,,,,,
15168,2,1983,30,,,,,,,,,,,,
15169,1,1983,32,,,,,,,,,,,,
15170,2,1983,25,,,,,,,,,,,,
15171,3,1983,39,,,,,,,,,,,,
15172,2,1983,30,,,,,,,,,,,,
15173,2,1983,25,,,,,,,,,,,,
15174,2,1983,59,,,,,,,,,,,,
15175,1,1983,39,,,,,,,,,,,,
15176,2,1983,40,,,,,,,,,,,,
15177,3,1983,19,,,,,,,,,,,,
15178,2,1983,25,,,,,,,,,,,,
15179,2,1983,25,,,,,,,,,,,,
15180,2,1983,20,,,,,,,,,,,,
15181,3,1983,59,,,,,,,,,,,,
15182,2,1983,62,,,,,,,,,,,,
15183,1,1983,63,,,,,,,,,,,,
15184,1,1983,69,,,,,,,,,,,,
15185,2,1983,70,,,,,,,,,,,,
15186,2,1983,20,,,,,,,,,,,,
15187,2,1983,81,,,,,,,,,,,,
15188,2,1983,24,,,,,,,,,,,,
15189,2,1983,63,,,,,,,,,,,,
15190,1,1983,45,,,,,,,,,,,,
15191,1,1983,32,,,,,,,,,,,,
15192,1,1983,57,,,,,,,,,,,,
15193,2,1983,42,,,,,,,,,,,,
15194,2,1983,50,,,,,,,,,,,,
15195,3,1983,62,,,,,,,,,,,,
15196,1,1983,60,,,,,,,,,,,,
15197,2,1983,34,,,,,,,,,,,,
15198,2,1983,72,,,,,,,,,,,,
15199,1,1983,22,,,,,,,,,,,,
15200,3,1983,21,,,,,,,,,,,,
15201,2,1983,74,,,,,,,,,,,,
15202,3,1983,32,,,,,,,,,,,,
15203,2,1983,30,,,,,,,,,,,,
15204,1,1983,29,,,,,,,,,,,,
15205,3,1983,26,,,,,,,,,,,,
15206,1,1983,23,,,,,,,,,,,,
15207,2,1983,31,,,,,,,,,,,,
15208,1,1983,39,,,,,,,,,,,,
15209,2,1983,41,,,,,,,,,,,,
15210,2,1983,45,,,,,,,,,,,,
15211,1,1983,19,,,,,,,,,,,,
15212,2,1983,56,,,,,,,,,,,,
15213,1,1983,47,,,,,,,,,,,,
15214,1,1983,25,,,,,,,,,,,,
15215,2,1983,76,,,,,,,,,,,,
15216,3,1983,19,,,,,,,,,,,,
15217,2,1983,36,,,,,,,,,,,,
15218,1,1983,36,,,,,,,,,,,,
15219,1,1983,,,,,,,,,,,,,
15220,2,1983,44,,,,,,,,,,,,
15221,1,1983,45,,,,,,,,,,,,
15222,3,1983,39,,,,,,,,,,,,
15223,1,1983,74,,,,,,,,,,,,
15224,2,1983,77,,,,,,,,,,,,
15225,2,1983,31,,,,,,,,,,,,
15226,1,1983,51,,,,,,,,,,,,
15227,1,1983,65,,,,,,,,,,,,
15228,2,1983,51,,,,,,,,,,,,
15229,2,1983,22,,,,,,,,,,,,
15230,2,1983,61,,,,,,,,,,,,
15231,2,1983,65,,,,,,,,,,,,
15232,2,1983,67,,,,,,,,,,,,
15233,2,1983,34,,,,,,,,,,,,
15234,2,1983,43,,,,,,,,,,,,
15235,1,1983,34,,,,,,,,,,,,
15236,1,1983,43,,,,,,,,,,,,
15237,2,1983,19,,,,,,,,,,,,
15238,1,1983,62,,,,,,,,,,,,
15239,1,1983,73,,,,,,,,,,,,
15240,1,1983,38,,,,,,,,,,,,
15241,2,1983,29,,,,,,,,,,,,
15242,3,1983,35,,,,,,,,,,,,
15243,3,1983,81,,,,,,,,,,,,
15244,1,1983,40,,,,,,,,,,,,
15245,1,1983,37,,,,,,,,,,,,
15246,2,1983,51,,,,,,,,,,,,
15247,2,1983,43,,,,,,,,,,,,
15248,2,1983,24,,,,,,,,,,,,
15249,1,1983,53,,,,,,,,,,,,
15250,2,1983,24,,,,,,,,,,,,
15251,2,1983,50,,,,,,,,,,,,
15252,2,1983,67,,,,,,,,,,,,
15253,1,1983,24,,,,,,,,,,,,
15254,2,1983,84,,,,,,,,,,,,
15255,2,1983,67,,,,,,,,,,,,
15256,3,1983,69,,,,,,,,,,,,
15257,1,1983,65,,,,,,,,,,,,
15258,2,1983,80,,,,,,,,,,,,
15259,2,1983,23,,,,,,,,,,,,
15260,2,1983,68,,,,,,,,,,,,
15261,2,1983,41,,,,,,,,,,,,
15262,1,1983,35,,,,,,,,,,,,
15263,1,1983,55,,,,,,,,,,,,
15264,1,1983,75,,,,,,,,,,,,
15265,2,1983,54,,,,,,,,,,,,
15266,1,1983,28,,,,,,,,,,,,
15267,2,1983,27,,,,,,,,,,,,
15268,1,1983,44,,,,,,,,,,,,
15269,2,1983,26,,,,,,,,,,,,
15270,1,1983,29,,,,,,,,,,,,
15271,1,1983,66,,,,,,,,,,,,
15272,2,1983,35,,,,,,,,,,,,
15273,2,1983,65,,,,,,,,,,,,
15274,2,1983,33,,,,,,,,,,,,
15275,1,1983,37,,,,,,,,,,,,
15276,2,1983,33,,,,,,,,,,,,
15277,2,1983,20,,,,,,,,,,,,
15278,2,1983,50,,,,,,,,,,,,
15279,2,1983,32,,,,,,,,,,,,
15280,1,1983,74,,,,,,,,,,,,
15281,2,1983,40,,,,,,,,,,,,
15282,2,1983,27,,,,,,,,,,,,
15283,1,1983,25,,,,,,,,,,,,
15284,1,1983,31,,,,,,,,,,,,
15285,1,1983,30,,,,,,,,,,,,
15286,2,1983,24,,,,,,,,,,,,
15287,1,1983,53,,,,,,,,,,,,
15288,2,1983,46,,,,,,,,,,,,
15289,1,1983,25,,,,,,,,,,,,
15290,2,1983,24,,,,,,,,,,,,
15291,,1983,23,,,,,,,,,,,,
15292,1,1983,23,,,,,,,,,,,,
15293,1,1983,21,,,,,,,,,,,,
15294,1,1983,22,,,,,,,,,,,,
15295,3,1983,32,,,,,,,,,,,,
15296,1,1983,31,,,,,,,,,,,,
15297,2,1983,47,,,,,,,,,,,,
15298,2,1983,51,,,,,,,,,,,,
15299,2,1983,44,,,,,,,,,,,,
15300,3,1983,25,,,,,,,,,,,,
15301,2,1983,29,,,,,,,,,,,,
15302,3,1983,41,,,,,,,,,,,,
15303,2,1983,73,,,,,,,,,,,,
15304,2,1983,34,,,,,,,,,,,,
15305,3,1983,27,,,,,,,,,,,,
15306,2,1983,52,,,,,,,,,,,,
15307,1,1983,40,,,,,,,,,,,,
15308,3,1983,30,,,,,,,,,,,,
15309,2,1983,27,,,,,,,,,,,,
15310,2,1983,71,,,,,,,,,,,,
15311,2,1983,35,,,,,,,,,,,,
15312,2,1983,60,,,,,,,,,,,,
15313,1,1983,42,,,,,,,,,,,,
15314,1,1983,67,,,,,,,,,,,,
15315,2,1983,54,,,,,,,,,,,,
15316,3,1983,63,,,,,,,,,,,,
15317,2,1983,32,,,,,,,,,,,,
15318,2,1983,60,,,,,,,,,,,,
15319,2,1983,32,,,,,,,,,,,,
15320,1,1983,48,,,,,,,,,,,,
15321,2,1983,32,,,,,,,,,,,,
15322,3,1983,57,,,,,,,,,,,,
15323,2,1983,36,,,,,,,,,,,,
15324,1,1983,83,,,,,,,,,,,,
15325,1,1983,58,,,,,,,,,,,,
15326,2,1983,66,,,,,,,,,,,,
15327,2,1983,60,,,,,,,,,,,,
15328,3,1983,21,,,,,,,,,,,,
15329,3,1983,41,,,,,,,,,,,,
15330,2,1983,72,,,,,,,,,,,,
15331,,1983,49,,,,,,,,,,,,
15332,,1983,19,,,,,,,,,,,,
15333,2,1983,31,,,,,,,,,,,,
15334,3,1983,60,,,,,,,,,,,,
15335,3,1983,70,,,,,,,,,,,,
15336,3,1983,50,,,,,,,,,,,,
15337,2,1983,32,,,,,,,,,,,,
15338,1,1983,33,,,,,,,,,,,,
15339,1,1983,27,,,,,,,,,,,,
15340,,1983,22,,,,,,,,,,,,
15341,2,1983,26,,,,,,,,,,,,
15342,2,1983,33,,,,,,,,,,,,
15343,1,1983,30,,,,,,,,,,,,
15344,2,1983,42,,,,,,,,,,,,
15345,2,1983,56,,,,,,,,,,,,
15346,2,1983,56,,,,,,,,,,,,
15347,1,1983,24,,,,,,,,,,,,
15348,1,1983,27,,,,,,,,,,,,
15349,2,1983,52,,,,,,,,,,,,
15350,2,1983,69,,,,,,,,,,,,
15351,2,1983,46,,,,,,,,,,,,
15352,2,1983,22,,,,,,,,,,,,
15353,2,1983,71,,,,,,,,,,,,
15354,3,1983,26,,,,,,,,,,,,
15355,1,1983,36,,,,,,,,,,,,
15356,2,1983,82,,,,,,,,,,,,
15357,2,1983,76,,,,,,,,,,,,
15358,1,1983,19,,,,,,,,,,,,
15359,2,1983,40,,,,,,,,,,,,
15360,2,1983,33,,,,,,,,,,,,
15361,2,1983,42,,,,,,,,,,,,
15362,2,1983,53,,,,,,,,,,,,
15363,2,1983,32,,,,,,,,,,,,
15364,2,1983,49,,,,,,,,,,,,
15365,2,1983,52,,,,,,,,,,,,
15366,1,1983,37,,,,,,,,,,,,
15367,3,1983,25,,,,,,,,,,,,
15368,2,1983,34,,,,,,,,,,,,
15369,3,1983,52,,,,,,,,,,,,
15370,1,1983,54,,,,,,,,,,,,
15371,1,1983,52,,,,,,,,,,,,
15372,2,1983,44,,,,,,,,,,,,
15373,2,1983,29,,,,,,,,,,,,
15374,1,1983,31,,,,,,,,,,,,
15375,3,1983,19,,,,,,,,,,,,
15376,2,1983,61,,,,,,,,,,,,
15377,1,1983,37,,,,,,,,,,,,
15378,1,1983,51,,,,,,,,,,,,
15379,2,1983,24,,,,,,,,,,,,
15380,2,1983,55,,,,,,,,,,,,
15381,2,1983,83,,,,,,,,,,,,
15382,1,1983,42,,,,,,,,,,,,
15383,2,1983,24,,,,,,,,,,,,
15384,2,1983,21,,,,,,,,,,,,
15385,2,1983,48,,,,,,,,,,,,
15386,2,1983,74,,,,,,,,,,,,
15387,2,1983,36,,,,,,,,,,,,
15388,2,1983,78,,,,,,,,,,,,
15389,2,1983,60,,,,,,,,,,,,
15390,2,1983,76,,,,,,,,,,,,
15391,2,1983,62,,,,,,,,,,,,
15392,2,1983,54,,,,,,,,,,,,
15393,1,1983,67,,,,,,,,,,,,
15394,1,1983,67,,,,,,,,,,,,
15395,2,1983,46,,,,,,,,,,,,
15396,1,1983,68,,,,,,,,,,,,
15397,1,1983,57,,,,,,,,,,,,
15398,1,1983,48,,,,,,,,,,,,
15399,2,1983,29,,,,,,,,,,,,
15400,2,1983,31,,,,,,,,,,,,
15401,2,1983,28,,,,,,,,,,,,
15402,2,1983,26,,,,,,,,,,,,
15403,1,1983,72,,,,,,,,,,,,
15404,1,1983,27,,,,,,,,,,,,
15405,1,1983,39,,,,,,,,,,,,
15406,2,1983,28,,,,,,,,,,,,
15407,3,1983,24,,,,,,,,,,,,
15408,2,1983,56,,,,,,,,,,,,
15409,2,1983,25,,,,,,,,,,,,
15410,3,1983,67,,,,,,,,,,,,
15411,2,1983,29,,,,,,,,,,,,
15412,1,1983,19,,,,,,,,,,,,
15413,2,1983,30,,,,,,,,,,,,
15414,2,1983,73,,,,,,,,,,,,
15415,3,1983,56,,,,,,,,,,,,
15416,2,1983,78,,,,,,,,,,,,
15417,2,1983,37,,,,,,,,,,,,
15418,1,1983,,,,,,,,,,,,,
15419,2,1983,69,,,,,,,,,,,,
15420,1,1983,68,,,,,,,,,,,,
15421,2,1983,38,,,,,,,,,,,,
15422,3,1983,25,,,,,,,,,,,,
15423,2,1983,61,,,,,,,,,,,,
15424,2,1983,44,,,,,,,,,,,,
15425,1,1983,50,,,,,,,,,,,,
15426,1,1983,30,,,,,,,,,,,,
15427,3,1983,55,,,,,,,,,,,,
15428,2,1983,27,,,,,,,,,,,,
15429,1,1983,46,,,,,,,,,,,,
15430,1,1983,57,,,,,,,,,,,,
15431,2,1983,29,,,,,,,,,,,,
15432,3,1983,45,,,,,,,,,,,,
15433,2,1983,57,,,,,,,,,,,,
15434,2,1983,47,,,,,,,,,,,,
15435,1,1983,80,,,,,,,,,,,,
15436,2,1983,81,,,,,,,,,,,,
15437,2,1983,40,,,,,,,,,,,,
15438,2,1983,33,,,,,,,,,,,,
15439,2,1983,23,,,,,,,,,,,,
15440,2,1983,31,,,,,,,,,,,,
15441,2,1983,29,,,,,,,,,,,,
15442,2,1983,33,,,,,,,,,,,,
15443,2,1983,65,,,,,,,,,,,,
15444,2,1983,29,,,,,,,,,,,,
15445,3,1983,22,,,,,,,,,,,,
15446,1,1983,72,,,,,,,,,,,,
15447,2,1983,50,,,,,,,,,,,,
15448,2,1983,42,,,,,,,,,,,,
15449,3,1983,67,,,,,,,,,,,,
15450,3,1983,44,,,,,,,,,,,,
15451,2,1983,25,,,,,,,,,,,,
15452,3,1983,71,,,,,,,,,,,,
15453,1,1983,55,,,,,,,,,,,,
15454,2,1983,45,,,,,,,,,,,,
15455,2,1983,41,,,,,,,,,,,,
15456,2,1983,31,,,,,,,,,,,,
15457,1,1983,34,,,,,,,,,,,,
15458,1,1983,26,,,,,,,,,,,,
15459,1,1983,27,,,,,,,,,,,,
15460,2,1983,45,,,,,,,,,,,,
15461,2,1983,63,,,,,,,,,,,,
15462,2,1983,44,,,,,,,,,,,,
15463,1,1983,34,,,,,,,,,,,,
15464,2,1983,26,,,,,,,,,,,,
15465,1,1983,45,,,,,,,,,,,,
15466,2,1983,24,,,,,,,,,,,,
15467,1,1983,66,,,,,,,,,,,,
15468,2,1983,63,,,,,,,,,,,,
15469,1,1983,57,,,,,,,,,,,,
15470,1,1983,65,,,,,,,,,,,,
15471,1,1983,72,,,,,,,,,,,,
15472,1,1983,71,,,,,,,,,,,,
15473,1,1983,72,,,,,,,,,,,,
15474,1,1983,61,,,,,,,,,,,,
15475,,1983,30,,,,,,,,,,,,
15476,,1983,39,,,,,,,,,,,,
15477,1,1983,65,,,,,,,,,,,,
15478,2,1983,43,,,,,,,,,,,,
15479,3,1983,27,,,,,,,,,,,,
15480,1,1983,75,,,,,,,,,,,,
15481,2,1983,24,,,,,,,,,,,,
15482,3,1983,28,,,,,,,,,,,,
15483,3,1983,51,,,,,,,,,,,,
15484,2,1983,32,,,,,,,,,,,,
15485,1,1983,27,,,,,,,,,,,,
15486,,1983,67,,,,,,,,,,,,
15487,2,1983,60,,,,,,,,,,,,
15488,2,1983,27,,,,,,,,,,,,
