,HAPPY,YEAR,AGE,WORKLIFE,MEDITATE,PERHRH,TWITTER,INSTAGRM,SATJOB1,NUMPETS,DOG,CAT,HLPNEEDY,VISZOO,VISTHOLY
32027,2,1994,59,,,,,,,,,,,,
32028,1,1994,56,,,,,,,,,,,,
32029,2,1994,46,,,,,,,,,,,,
32030,1,1994,42,,,,,,,,,,,,
32031,1,1994,38,,,,,,,,,,,,
32032,3,1994,43,,,,,,,,,,,,
32033,1,1994,71,,,,,,,,,,,,
32034,3,1994,27,,,,,,,,,,,,
32035,1,1994,50,,,,,,,,,,,,
32036,2,1994,63,,,,,,,,,,,,
32037,2,1994,31,,,,,,,,,,,,
32038,2,1994,36,,,,,,,,,,,,
32039,2,1994,35,,,,,,,,,,,,
32040,2,1994,69,,,,,,,,,,,,
32041,2,1994,76,,,,,,,,,,,,
32042,2,1994,50,,,,,,,,,,,,
32043,2,1994,69,,,,,,,,,,,,
32044,3,1994,63,,,,,,,,,,,,
32045,2,1994,64,,,,,,,,,,,,
32046,3,1994,38,,,,,,,,,,,,
32047,2,1994,60,,,,,,,,,,,,
32048,1,1994,28,,,,,,,,,,,,
32049,2,1994,50,,,,,,,,,,,,
32050,2,1994,23,,,,,,,,,,,,
32051,1,1994,71,,,,,,,,,,,,
32052,1,1994,42,,,,,,,,,,,,
32053,2,1994,79,,,,,,,,,,,,
32054,1,1994,35,,,,,,,,,,,,
32055,1,1994,51,,,,,,,,,,,,
32056,2,1994,31,,,,,,,,,,,,
32057,3,1994,45,,,,,,,,,,,,
32058,1,1994,70,,,,,,,,,,,,
32059,1,1994,55,,,,,,,,,,,,
32060,2,1994,64,,,,,,,,,,,,
32061,2,1994,53,,,,,,,,,,,,
32062,1,1994,79,,,,,,,,,,,,
32063,1,1994,33,,,,,,,,,,,,
32064,2,1994,37,,,,,,,,,,,,
32065,2,1994,48,,,,,,,,,,,,
32066,1,1994,31,,,,,,,,,,,,
32067,2,1994,65,,,,,,,,,,,,
32068,3,1994,84,,,,,,,,,,,,
32069,1,1994,31,,,,,,,,,,,,
32070,2,1994,34,,,,,,,,,,,,
32071,2,1994,54,,,,,,,,,,,,
32072,1,1994,67,,,,,,,,,,,,
32073,1,1994,32,,,,,,,,,,,,
32074,2,1994,81,,,,,,,,,,,,
32075,2,1994,42,,,,,,,,,,,,
32076,1,1994,49,,,,,,,,,,,,
32077,1,1994,69,,,,,,,,,,,,
32078,1,1994,37,,,,,,,,,,,,
32079,1,1994,47,,,,,,,,,,,,
32080,2,1994,39,,,,,,,,,,,,
32081,1,1994,28,,,,,,,,,,,,
32082,2,1994,56,,,,,,,,,,,,
32083,1,1994,,,,,,,,,,,,,
32084,1,1994,31,,,,,,,,,,,,
32085,3,1994,28,,,,,,,,,,,,
32086,2,1994,26,,,,,,,,,,,,
32087,3,1994,38,,,,,,,,,,,,
32088,2,1994,77,,,,,,,,,,,,
32089,1,1994,76,,,,,,,,,,,,
32090,1,1994,43,,,,,,,,,,,,
32091,2,1994,44,,,,,,,,,,,,
32092,1,1994,29,,,,,,,,,,,,
32093,2,1994,30,,,,,,,,,,,,
32094,2,1994,36,,,,,,,,,,,,
32095,1,1994,73,,,,,,,,,,,,
32096,1,1994,47,,,,,,,,,,,,
32097,1,1994,50,,,,,,,,,,,,
32098,2,1994,31,,,,,,,,,,,,
32099,1,1994,48,,,,,,,,,,,,
32100,2,1994,31,,,,,,,,,,,,
32101,2,1994,32,,,,,,,,,,,,
32102,3,1994,57,,,,,,,,,,,,
32103,1,1994,44,,,,,,,,,,,,
32104,2,1994,73,,,,,,,,,,,,
32105,2,1994,41,,,,,,,,,,,,
32106,2,1994,40,,,,,,,,,,,,
32107,1,1994,43,,,,,,,,,,,,
32108,2,1994,46,,,,,,,,,,,,
32109,2,1994,47,,,,,,,,,,,,
32110,2,1994,42,,,,,,,,,,,,
32111,2,1994,69,,,,,,,,,,,,
32112,3,1994,75,,,,,,,,,,,,
32113,2,1994,54,,,,,,,,,,,,
32114,2,1994,67,,,,,,,,,,,,
32115,1,1994,49,,,,,,,,,,,,
32116,3,1994,30,,,,,,,,,,,,
32117,2,1994,48,,,,,,,,,,,,
32118,2,1994,71,,,,,,,,,,,,
32119,2,1994,72,,,,,,,,,,,,
32120,1,1994,29,,,,,,,,,,,,
32121,2,1994,42,,,,,,,,,,,,
32122,3,1994,84,,,,,,,,,,,,
32123,1,1994,54,,,,,,,,,,,,
32124,1,1994,69,,,,,,,,,,,,
32125,1,1994,19,,,,,,,,,,,,
32126,2,1994,25,,,,,,,,,,,,
32127,1,1994,76,,,,,,,,,,,,
32128,2,1994,68,,,,,,,,,,,,
32129,2,1994,61,,,,,,,,,,,,
32130,1,1994,26,,,,,,,,,,,,
32131,3,1994,63,,,,,,,,,,,,
32132,1,1994,38,,,,,,,,,,,,
32133,2,1994,80,,,,,,,,,,,,
32134,2,1994,39,,,,,,,,,,,,
32135,2,1994,64,,,,,,,,,,,,
32136,1,1994,21,,,,,,,,,,,,
32137,1,1994,61,,,,,,,,,,,,
32138,2,1994,36,,,,,,,,,,,,
32139,2,1994,57,,,,,,,,,,,,
32140,2,1994,51,,,,,,,,,,,,
32141,1,1994,46,,,,,,,,,,,,
32142,1,1994,54,,,,,,,,,,,,
32143,2,1994,80,,,,,,,,,,,,
32144,2,1994,28,,,,,,,,,,,,
32145,2,1994,89,,,,,,,,,,,,
32146,2,1994,79,,,,,,,,,,,,
32147,2,1994,79,,,,,,,,,,,,
32148,2,1994,65,,,,,,,,,,,,
32149,2,1994,76,,,,,,,,,,,,
32150,2,1994,84,,,,,,,,,,,,
32151,2,1994,60,,,,,,,,,,,,
32152,3,1994,49,,,,,,,,,,,,
32153,2,1994,71,,,,,,,,,,,,
32154,3,1994,56,,,,,,,,,,,,
32155,2,1994,21,,,,,,,,,,,,
32156,3,1994,34,,,,,,,,,,,,
32157,2,1994,28,,,,,,,,,,,,
32158,1,1994,75,,,,,,,,,,,,
32159,3,1994,88,,,,,,,,,,,,
32160,2,1994,89,,,,,,,,,,,,
32161,2,1994,30,,,,,,,,,,,,
32162,1,1994,41,,,,,,,,,,,,
32163,3,1994,28,,,,,,,,,,,,
32164,2,1994,70,,,,,,,,,,,,
32165,3,1994,35,,,,,,,,,,,,
32166,2,1994,31,,,,,,,,,,,,
32167,2,1994,36,,,,,,,,,,,,
32168,1,1994,42,,,,,,,,,,,,
32169,2,1994,19,,,,,,,,,,,,
32170,3,1994,44,,,,,,,,,,,,
32171,2,1994,41,,,,,,,,,,,,
32172,2,1994,73,,,,,,,,,,,,
32173,2,1994,56,,,,,,,,,,,,
32174,2,1994,53,,,,,,,,,,,,
32175,1,1994,29,,,,,,,,,,,,
32176,2,1994,85,,,,,,,,,,,,
32177,1,1994,24,,,,,,,,,,,,
32178,1,1994,35,,,,,,,,,,,,
32179,1,1994,80,,,,,,,,,,,,
32180,1,1994,66,,,,,,,,,,,,
32181,1,1994,54,,,,,,,,,,,,
32182,3,1994,30,,,,,,,,,,,,
32183,2,1994,26,,,,,,,,,,,,
32184,2,1994,25,,,,,,,,,,,,
32185,2,1994,52,,,,,,,,,,,,
32186,1,1994,49,,,,,,,,,,,,
32187,2,1994,47,,,,,,,,,,,,
32188,3,1994,39,,,,,,,,,,,,
32189,2,1994,49,,,,,,,,,,,,
32190,1,1994,30,,,,,,,,,,,,
32191,2,1994,43,,,,,,,,,,,,
32192,2,1994,20,,,,,,,,,,,,
32193,2,1994,51,,,,,,,,,,,,
32194,1,1994,23,,,,,,,,,,,,
32195,1,1994,25,,,,,,,,,,,,
32196,2,1994,27,,,,,,,,,,,,
32197,1,1994,32,,,,,,,,,,,,
32198,2,1994,29,,,,,,,,,,,,
32199,2,1994,48,,,,,,,,,,,,
32200,1,1994,62,,,,,,,,,,,,
32201,2,1994,57,,,,,,,,,,,,
32202,2,1994,80,,,,,,,,,,,,
32203,2,1994,27,,,,,,,,,,,,
32204,2,1994,32,,,,,,,,,,,,
32205,2,1994,60,,,,,,,,,,,,
32206,2,1994,50,,,,,,,,,,,,
32207,1,1994,62,,,,,,,,,,,,
32208,2,1994,33,,,,,,,,,,,,
32209,3,1994,67,,,,,,,,,,,,
32210,3,1994,77,,,,,,,,,,,,
32211,2,1994,45,,,,,,,,,,,,
32212,2,1994,40,,,,,,,,,,,,
32213,3,1994,80,,,,,,,,,,,,
32214,2,1994,32,,,,,,,,,,,,
32215,1,1994,79,,,,,,,,,,,,
32216,1,1994,21,,,,,,,,,,,,
32217,3,1994,51,,,,,,,,,,,,
32218,2,1994,41,,,,,,,,,,,,
32219,1,1994,32,,,,,,,,,,,,
32220,2,1994,73,,,,,,,,,,,,
32221,3,1994,74,,,,,,,,,,,,
32222,2,1994,30,,,,,,,,,,,,
32223,2,1994,63,,,,,,,,,,,,
32224,2,1994,29,,,,,,,,,,,,
32225,1,1994,26,,,,,,,,,,,,
32226,2,1994,39,,,,,,,,,,,,
32227,2,1994,38,,,,,,,,,,,,
32228,2,1994,75,,,,,,,,,,,,
32229,2,1994,65,,,,,,,,,,,,
32230,1,1994,68,,,,,,,,,,,,
32231,2,1994,60,,,,,,,,,,,,
32232,3,1994,41,,,,,,,,,,,,
32233,2,1994,47,,,,,,,,,,,,
32234,3,1994,31,,,,,,,,,,,,
32235,2,1994,32,,,,,,,,,,,,
32236,1,1994,58,,,,,,,,,,,,
32237,2,1994,24,,,,,,,,,,,,
32238,2,1994,71,,,,,,,,,,,,
32239,2,1994,49,,,,,,,,,,,,
32240,2,1994,78,,,,,,,,,,,,
32241,2,1994,46,,,,,,,,,,,,
32242,2,1994,56,,,,,,,,,,,,
32243,2,1994,82,,,,,,,,,,,,
32244,2,1994,64,,,,,,,,,,,,
32245,1,1994,31,,,,,,,,,,,,
32246,3,1994,24,,,,,,,,,,,,
32247,2,1994,52,,,,,,,,,,,,
32248,1,1994,36,,,,,,,,,,,,
32249,2,1994,39,,,,,,,,,,,,
32250,1,1994,76,,,,,,,,,,,,
32251,2,1994,19,,,,,,,,,,,,
32252,2,1994,40,,,,,,,,,,,,
32253,2,1994,42,,,,,,,,,,,,
32254,2,1994,30,,,,,,,,,,,,
32255,1,1994,29,,,,,,,,,,,,
32256,2,1994,41,,,,,,,,,,,,
32257,1,1994,52,,,,,,,,,,,,
32258,2,1994,25,,,,,,,,,,,,
32259,2,1994,51,,,,,,,,,,,,
32260,2,1994,38,,,,,,,,,,,,
32261,2,1994,47,,,,,,,,,,,,
32262,2,1994,42,,,,,,,,,,,,
32263,2,1994,42,,,,,,,,,,,,
32264,2,1994,65,,,,,,,,,,,,
32265,1,1994,52,,,,,,,,,,,,
32266,2,1994,49,,,,,,,,,,,,
32267,2,1994,42,,,,,,,,,,,,
32268,1,1994,31,,,,,,,,,,,,
32269,2,1994,21,,,,,,,,,,,,
32270,2,1994,77,,,,,,,,,,,,
32271,2,1994,22,,,,,,,,,,,,
32272,2,1994,27,,,,,,,,,,,,
32273,2,1994,50,,,,,,,,,,,,
32274,2,1994,33,,,,,,,,,,,,
32275,1,1994,64,,,,,,,,,,,,
32276,1,1994,34,,,,,,,,,,,,
32277,2,1994,54,,,,,,,,,,,,
32278,3,1994,28,,,,,,,,,,,,
32279,2,1994,43,,,,,,,,,,,,
32280,1,1994,34,,,,,,,,,,,,
32281,2,1994,31,,,,,,,,,,,,
32282,2,1994,22,,,,,,,,,,,,
32283,2,1994,80,,,,,,,,,,,,
32284,3,1994,43,,,,,,,,,,,,
32285,2,1994,26,,,,,,,,,,,,
32286,1,1994,80,,,,,,,,,,,,
32287,3,1994,89,,,,,,,,,,,,
32288,1,1994,20,,,,,,,,,,,,
32289,2,1994,45,,,,,,,,,,,,
32290,2,1994,36,,,,,,,,,,,,
32291,2,1994,55,,,,,,,,,,,,
32292,2,1994,46,,,,,,,,,,,,
32293,2,1994,37,,,,,,,,,,,,
32294,1,1994,49,,,,,,,,,,,,
32295,1,1994,32,,,,,,,,,,,,
32296,2,1994,43,,,,,,,,,,,,
32297,1,1994,54,,,,,,,,,,,,
32298,2,1994,39,,,,,,,,,,,,
32299,2,1994,77,,,,,,,,,,,,
32300,1,1994,73,,,,,,,,,,,,
32301,2,1994,36,,,,,,,,,,,,
32302,3,1994,65,,,,,,,,,,,,
32303,3,1994,59,,,,,,,,,,,,
32304,2,1994,47,,,,,,,,,,,,
32305,2,1994,39,,,,,,,,,,,,
32306,2,1994,62,,,,,,,,,,,,
32307,2,1994,45,,,,,,,,,,,,
32308,2,1994,51,,,,,,,,,,,,
32309,2,1994,26,,,,,,,,,,,,
32310,1,1994,81,,,,,,,,,,,,
32311,2,1994,39,,,,,,,,,,,,
32312,2,1994,43,,,,,,,,,,,,
32313,3,1994,37,,,,,,,,,,,,
32314,1,1994,47,,,,,,,,,,,,
32315,2,1994,89,,,,,,,,,,,,
32316,2,1994,29,,,,,,,,,,,,
32317,2,1994,32,,,,,,,,,,,,
32318,2,1994,75,,,,,,,,,,,,
32319,2,1994,69,,,,,,,,,,,,
32320,2,1994,30,,,,,,,,,,,,
32321,1,1994,79,,,,,,,,,,,,
32322,1,1994,35,,,,,,,,,,,,
32323,1,1994,67,,,,,,,,,,,,
32324,2,1994,59,,,,,,,,,,,,
32325,2,1994,72,,,,,,,,,,,,
32326,1,1994,76,,,,,,,,,,,,
32327,2,1994,46,,,,,,,,,,,,
32328,2,1994,76,,,,,,,,,,,,
32329,2,1994,52,,,,,,,,,,,,
32330,3,1994,48,,,,,,,,,,,,
32331,1,1994,77,,,,,,,,,,,,
32332,1,1994,50,,,,,,,,,,,,
32333,3,1994,70,,,,,,,,,,,,
32334,1,1994,44,,,,,,,,,,,,
32335,3,1994,28,,,,,,,,,,,,
32336,1,1994,21,,,,,,,,,,,,
32337,2,1994,38,,,,,,,,,,,,
32338,1,1994,27,,,,,,,,,,,,
32339,2,1994,40,,,,,,,,,,,,
32340,3,1994,43,,,,,,,,,,,,
32341,3,1994,69,,,,,,,,,,,,
32342,2,1994,27,,,,,,,,,,,,
32343,2,1994,47,,,,,,,,,,,,
32344,2,1994,41,,,,,,,,,,,,
32345,2,1994,33,,,,,,,,,,,,
32346,2,1994,28,,,,,,,,,,,,
32347,1,1994,28,,,,,,,,,,,,
32348,2,1994,27,,,,,,,,,,,,
32349,2,1994,66,,,,,,,,,,,,
32350,2,1994,66,,,,,,,,,,,,
32351,3,1994,35,,,,,,,,,,,,
32352,2,1994,52,,,,,,,,,,,,
32353,1,1994,32,,,,,,,,,,,,
32354,2,1994,39,,,,,,,,,,,,
32355,2,1994,32,,,,,,,,,,,,
32356,2,1994,34,,,,,,,,,,,,
32357,2,1994,31,,,,,,,,,,,,
32358,1,1994,42,,,,,,,,,,,,
32359,1,1994,24,,,,,,,,,,,,
32360,2,1994,38,,,,,,,,,,,,
32361,2,1994,80,,,,,,,,,,,,
32362,2,1994,52,,,,,,,,,,,,
32363,1,1994,61,,,,,,,,,,,,
32364,2,1994,30,,,,,,,,,,,,
32365,3,1994,29,,,,,,,,,,,,
32366,1,1994,25,,,,,,,,,,,,
32367,2,1994,51,,,,,,,,,,,,
32368,1,1994,64,,,,,,,,,,,,
32369,2,1994,62,,,,,,,,,,,,
32370,3,1994,47,,,,,,,,,,,,
32371,2,1994,50,,,,,,,,,,,,
32372,1,1994,70,,,,,,,,,,,,
32373,1,1994,23,,,,,,,,,,,,
32374,2,1994,30,,,,,,,,,,,,
32375,2,1994,37,,,,,,,,,,,,
32376,1,1994,74,,,,,,,,,,,,
32377,3,1994,60,,,,,,,,,,,,
32378,2,1994,49,,,,,,,,,,,,
32379,2,1994,48,,,,,,,,,,,,
32380,1,1996,79,,,,,,,,,,,,
32381,2,1996,32,,,,,,,,,,,,
32382,3,1996,55,,,,,,,,,,,,
32383,1,1996,50,,,,,,,,,,,,
32384,1,1996,56,,,,,,,,,,,,
32385,2,1996,51,,,,,,,,,,,,
32386,2,1996,48,,,,,,,,,,,,
32387,2,1996,29,4,,,,,,,,,,,
32388,2,1996,40,4,,,,,,,,,,,
32389,3,1996,46,,,,,,,,,,,,
32390,3,1996,37,3,,,,,,,,,,,
32391,2,1996,43,,,,,,,,,,,,
32392,2,1996,45,,,,,,,,,,,,
32393,3,1996,44,,,,,,,,,,,,
32394,2,1996,53,,,,,,,,,,,,
32395,3,1996,31,2,,,,,,,,,,,
32396,2,1996,34,,,,,,,,,,,,
32397,2,1996,32,4,,,,,,,,,,,
32398,2,1996,44,3,,,,,,,,,,,
32399,1,1996,24,,,,,,,,,,,,
32400,2,1996,53,,,,,,,,,,,,
32401,3,1996,28,,,,,,,,,,,,
32402,3,1996,41,1,,,,,,,,,,,
32403,1,1996,24,,,,,,,,,,,,
32404,1,1996,42,,,,,,,,,,,,
32405,2,1996,29,,,,,,,,,,,,
32406,2,1996,38,,,,,,,,,,,,
32407,1,1996,27,,,,,,,,,,,,
32408,2,1996,42,3,,,,,,,,,,,
32409,3,1996,27,2,,,,,,,,,,,
32410,1,1996,40,4,,,,,,,,,,,
32411,1,1996,74,,,,,,,,,,,,
32412,2,1996,41,4,,,,,,,,,,,
32413,1,1996,25,4,,,,,,,,,,,
32414,1,1996,26,4,,,,,,,,,,,
32415,2,1996,49,5,,,,,,,,,,,
32416,1,1996,55,,,,,,,,,,,,
32417,3,1996,49,2,,,,,,,,,,,
32418,,1996,25,,,,,,,,,,,,
32419,2,1996,37,,,,,,,,,,,,
32420,2,1996,61,4,,,,,,,,,,,
32421,2,1996,79,,,,,,,,,,,,
32422,2,1996,55,,,,,,,,,,,,
32423,2,1996,39,,,,,,,,,,,,
32424,2,1996,20,,,,,,,,,,,,
32425,2,1996,26,,,,,,,,,,,,
32426,2,1996,29,,,,,,,,,,,,
32427,2,1996,27,,,,,,,,,,,,
32428,2,1996,41,5,,,,,,,,,,,
32429,3,1996,42,3,,,,,,,,,,,
32430,1,1996,25,4,,,,,,,,,,,
32431,1,1996,32,,,,,,,,,,,,
32432,1,1996,51,,,,,,,,,,,,
32433,1,1996,25,,,,,,,,,,,,
32434,2,1996,47,3,,,,,,,,,,,
32435,2,1996,26,3,,,,,,,,,,,
32436,1,1996,53,4,,,,,,,,,,,
32437,2,1996,37,,,,,,,,,,,,
32438,2,1996,42,,,,,,,,,,,,
32439,2,1996,31,,,,,,,,,,,,
32440,2,1996,39,,,,,,,,,,,,
32441,1,1996,29,2,,,,,,,,,,,
32442,2,1996,33,4,,,,,,,,,,,
32443,1,1996,32,,,,,,,,,,,,
32444,1,1996,49,,,,,,,,,,,,
32445,2,1996,35,,,,,,,,,,,,
32446,1,1996,29,4,,,,,,,,,,,
32447,1,1996,73,,,,,,,,,,,,
32448,2,1996,,,,,,,,,,,,,
32449,2,1996,80,,,,,,,,,,,,
32450,2,1996,42,3,,,,,,,,,,,
32451,2,1996,35,3,,,,,,,,,,,
32452,3,1996,81,,,,,,,,,,,,
32453,2,1996,42,,,,,,,,,,,,
32454,2,1996,51,,,,,,,,,,,,
32455,2,1996,44,,,,,,,,,,,,
32456,3,1996,43,,,,,,,,,,,,
32457,1,1996,28,3,,,,,,,,,,,
32458,2,1996,19,,,,,,,,,,,,
32459,2,1996,31,,,,,,,,,,,,
32460,1,1996,42,3,,,,,,,,,,,
32461,1,1996,26,,,,,,,,,,,,
32462,1,1996,29,3,,,,,,,,,,,
32463,2,1996,29,3,,,,,,,,,,,
32464,2,1996,32,,,,,,,,,,,,
32465,1,1996,34,,,,,,,,,,,,
32466,2,1996,59,,,,,,,,,,,,
32467,3,1996,38,,,,,,,,,,,,
32468,2,1996,37,4,,,,,,,,,,,
32469,1,1996,34,,,,,,,,,,,,
32470,2,1996,18,,,,,,,,,,,,
32471,1,1996,61,,,,,,,,,,,,
32472,2,1996,23,,,,,,,,,,,,
32473,2,1996,51,,,,,,,,,,,,
32474,1,1996,38,,,,,,,,,,,,
32475,1,1996,80,,,,,,,,,,,,
32476,2,1996,47,,,,,,,,,,,,
32477,3,1996,43,1,,,,,,,,,,,
32478,1,1996,19,3,,,,,,,,,,,
32479,2,1996,86,,,,,,,,,,,,
32480,1,1996,41,4,,,,,,,,,,,
32481,2,1996,21,5,,,,,,,,,,,
32482,1,1996,37,,,,,,,,,,,,
32483,2,1996,38,,,,,,,,,,,,
32484,2,1996,24,3,,,,,,,,,,,
32485,2,1996,43,,,,,,,,,,,,
32486,2,1996,40,,,,,,,,,,,,
32487,2,1996,37,,,,,,,,,,,,
32488,3,1996,25,3,,,,,,,,,,,
32489,3,1996,32,2,,,,,,,,,,,
32490,2,1996,29,,,,,,,,,,,,
32491,3,1996,25,2,,,,,,,,,,,
32492,3,1996,46,1,,,,,,,,,,,
32493,2,1996,38,,,,,,,,,,,,
32494,2,1996,37,,,,,,,,,,,,
32495,1,1996,24,,,,,,,,,,,,
32496,2,1996,35,,,,,,,,,,,,
32497,2,1996,62,,,,,,,,,,,,
32498,2,1996,38,3,,,,,,,,,,,
32499,3,1996,89,,,,,,,,,,,,
32500,3,1996,71,,,,,,,,,,,,
32501,3,1996,60,,,,,,,,,,,,
32502,1,1996,48,,,,,,,,,,,,
32503,1,1996,30,,,,,,,,,,,,
32504,1,1996,49,,,,,,,,,,,,
32505,2,1996,24,,,,,,,,,,,,
32506,1,1996,37,,,,,,,,,,,,
32507,1,1996,32,4,,,,,,,,,,,
32508,2,1996,23,,,,,,,,,,,,
32509,1,1996,45,,,,,,,,,,,,
32510,1,1996,36,3,,,,,,,,,,,
32511,1,1996,41,,,,,,,,,,,,
32512,3,1996,63,,,,,,,,,,,,
32513,2,1996,50,,,,,,,,,,,,
32514,1,1996,49,,,,,,,,,,,,
32515,1,1996,33,3,,,,,,,,,,,
32516,1,1996,30,,,,,,,,,,,,
32517,2,1996,33,,,,,,,,,,,,
32518,3,1996,46,,,,,,,,,,,,
32519,2,1996,31,3,,,,,,,,,,,
32520,3,1996,47,3,,,,,,,,,,,
32521,2,1996,32,3,,,,,,,,,,,
32522,3,1996,32,,,,,,,,,,,,
32523,2,1996,55,,,,,,,,,,,,
32524,2,1996,19,2,,,,,,,,,,,
32525,2,1996,30,,,,,,,,,,,,
32526,2,1996,33,,,,,,,,,,,,
32527,2,1996,23,,,,,,,,,,,,
32528,1,1996,29,3,,,,,,,,,,,
32529,2,1996,33,3,,,,,,,,,,,
32530,3,1996,37,,,,,,,,,,,,
32531,1,1996,43,,,,,,,,,,,,
32532,1,1996,50,3,,,,,,,,,,,
32533,1,1996,33,3,,,,,,,,,,,
32534,3,1996,78,,,,,,,,,,,,
32535,2,1996,20,,,,,,,,,,,,
32536,2,1996,32,2,,,,,,,,,,,
32537,3,1996,40,5,,,,,,,,,,,
32538,2,1996,66,5,,,,,,,,,,,
32539,2,1996,45,,,,,,,,,,,,
32540,2,1996,52,4,,,,,,,,,,,
32541,1,1996,43,,,,,,,,,,,,
32542,2,1996,46,,,,,,,,,,,,
32543,1,1996,58,,,,,,,,,,,,
32544,3,1996,79,,,,,,,,,,,,
32545,1,1996,44,3,,,,,,,,,,,
32546,2,1996,20,,,,,,,,,,,,
32547,1,1996,53,4,,,,,,,,,,,
32548,1,1996,43,,,,,,,,,,,,
32549,2,1996,64,,,,,,,,,,,,
32550,2,1996,49,4,,,,,,,,,,,
32551,1,1996,40,,,,,,,,,,,,
32552,2,1996,43,,,,,,,,,,,,
32553,1,1996,68,,,,,,,,,,,,
32554,3,1996,68,,,,,,,,,,,,
32555,2,1996,32,3,,,,,,,,,,,
32556,2,1996,64,,,,,,,,,,,,
32557,2,1996,37,,,,,,,,,,,,
32558,2,1996,35,,,,,,,,,,,,
32559,2,1996,68,,,,,,,,,,,,
32560,1,1996,31,,,,,,,,,,,,
32561,2,1996,36,,,,,,,,,,,,
32562,2,1996,47,3,,,,,,,,,,,
32563,1,1996,68,,,,,,,,,,,,
32564,2,1996,47,,,,,,,,,,,,
32565,3,1996,53,3,,,,,,,,,,,
32566,1,1996,47,,,,,,,,,,,,
32567,2,1996,39,4,,,,,,,,,,,
32568,2,1996,63,,,,,,,,,,,,
32569,1,1996,43,,,,,,,,,,,,
32570,2,1996,49,3,,,,,,,,,,,
32571,1,1996,75,,,,,,,,,,,,
32572,1,1996,74,,,,,,,,,,,,
32573,1,1996,25,,,,,,,,,,,,
32574,2,1996,62,5,,,,,,,,,,,
32575,2,1996,47,,,,,,,,,,,,
32576,1,1996,32,4,,,,,,,,,,,
32577,1,1996,32,4,,,,,,,,,,,
32578,1,1996,48,,,,,,,,,,,,
32579,2,1996,38,,,,,,,,,,,,
32580,1,1996,31,,,,,,,,,,,,
32581,2,1996,65,,,,,,,,,,,,
32582,2,1996,68,,,,,,,,,,,,
32583,2,1996,49,3,,,,,,,,,,,
32584,2,1996,62,4,,,,,,,,,,,
32585,3,1996,51,,,,,,,,,,,,
32586,2,1996,60,,,,,,,,,,,,
32587,2,1996,34,,,,,,,,,,,,
32588,2,1996,37,,,,,,,,,,,,
32589,2,1996,23,3,,,,,,,,,,,
32590,2,1996,39,,,,,,,,,,,,
32591,2,1996,62,3,,,,,,,,,,,
32592,2,1996,47,4,,,,,,,,,,,
32593,2,1996,43,,,,,,,,,,,,
32594,2,1996,31,,,,,,,,,,,,
32595,1,1996,53,4,,,,,,,,,,,
32596,3,1996,37,4,,,,,,,,,,,
32597,1,1996,43,3,,,,,,,,,,,
32598,1,1996,39,,,,,,,,,,,,
32599,2,1996,48,,,,,,,,,,,,
32600,2,1996,59,4,,,,,,,,,,,
32601,1,1996,79,,,,,,,,,,,,
32602,2,1996,45,3,,,,,,,,,,,
32603,3,1996,45,3,,,,,,,,,,,
32604,2,1996,41,,,,,,,,,,,,
32605,3,1996,40,,,,,,,,,,,,
32606,2,1996,51,,,,,,,,,,,,
32607,2,1996,53,2,,,,,,,,,,,
32608,2,1996,38,3,,,,,,,,,,,
32609,2,1996,40,3,,,,,,,,,,,
32610,3,1996,47,,,,,,,,,,,,
32611,3,1996,33,,,,,,,,,,,,
32612,2,1996,28,,,,,,,,,,,,
32613,2,1996,41,,,,,,,,,,,,
32614,1,1996,28,5,,,,,,,,,,,
32615,2,1996,59,4,,,,,,,,,,,
32616,2,1996,30,,,,,,,,,,,,
32617,2,1996,43,4,,,,,,,,,,,
32618,3,1996,30,,,,,,,,,,,,
32619,2,1996,41,,,,,,,,,,,,
32620,3,1996,51,3,,,,,,,,,,,
32621,1,1996,54,,,,,,,,,,,,
32622,2,1996,40,3,,,,,,,,,,,
32623,3,1996,30,,,,,,,,,,,,
32624,2,1996,23,,,,,,,,,,,,
32625,2,1996,75,,,,,,,,,,,,
32626,2,1996,34,,,,,,,,,,,,
32627,2,1996,56,,,,,,,,,,,,
32628,2,1996,36,,,,,,,,,,,,
32629,3,1996,19,,,,,,,,,,,,
32630,2,1996,64,,,,,,,,,,,,
32631,2,1996,51,,,,,,,,,,,,
32632,1,1996,28,2,,,,,,,,,,,
32633,1,1996,52,5,,,,,,,,,,,
32634,1,1996,24,,,,,,,,,,,,
32635,2,1996,31,,,,,,,,,,,,
32636,1,1996,32,,,,,,,,,,,,
32637,1,1996,36,4,,,,,,,,,,,
32638,2,1996,42,,,,,,,,,,,,
32639,1,1996,49,,,,,,,,,,,,
32640,1,1996,37,4,,,,,,,,,,,
32641,2,1996,59,3,,,,,,,,,,,
32642,1,1996,61,4,,,,,,,,,,,
32643,2,1996,75,,,,,,,,,,,,
32644,2,1996,40,5,,,,,,,,,,,
32645,1,1996,52,,,,,,,,,,,,
32646,3,1996,54,4,,,,,,,,,,,
32647,1,1996,81,,,,,,,,,,,,
32648,,1996,60,,,,,,,,,,,,
32649,1,1996,41,,,,,,,,,,,,
32650,1,1996,49,4,,,,,,,,,,,
32651,2,1996,79,,,,,,,,,,,,
32652,2,1996,49,3,,,,,,,,,,,
32653,2,1996,35,3,,,,,,,,,,,
